tv_id,episode_id,name,description
2,298,Phoenix,"Walt and Skyler have a baby girl. Now that Jesse is hooked on heroin, Walt refuses to give him his money until he gets clean. Meanwhile, as an excuse for his money, Walt decides to donate the money to himself through his son's new website."
2,299,ABQ,"Walt's lies have pushed Skyler to her limit. She leaves with the kids. Meanwhile, Jesse blames himself for Jane's death and goes into rehab."
2,300,No Mas,Skyler goes through with her plans to divorce Walt. Jesse finishes rehab.
2,301,Caballo sin Nombre,"Walter, Jr. is having a rough time accepting his parents' separation. Jesse buys his old house from his parents. Meanwhile, two mysterious men have come into town looking for Walt."
2,302,I.F.T.,"Walt has moved back into the house without Skyler's consent. Now she can't get him out. Meanwhile, Jesse continues to cope with Jane's death."
2,303,Green Light,"Walt's world crumbles even more after finding out that Skyler is cheating on him. Jesse tries to set up a meeting with Gus to try and sell his own version of the blue meth. Meanwhile, Hank is growing obsessed with finding Heisenberg."
2,304,Mas,Gus tries to get Walt back in the business by offering him three million dollars and a brand new lab. Jesse is furious that Walt received half of the money for his blue meth. Hank tries to track down the RV meth lab.
2,305,Sunset,"Heisenberg's organized and practical assistant Gale greatly aids his work in Gus's lab. Hank finally tracks the RV back to Jesse, as a concerned Walt finds any way to erase the evidence."
2,306,One Minute,"Jesse ends up in the hospital after getting beaten up by Hank. Now he is threatening to press charges against the DEA. To stop him, Walt decides to bring Jesse on as his partner, once again."
2,307,I See You,Hank ends up in the hospital after being attacked by Tuco's cousins. Walt spends too much time by his family's side when he should be cooking meth.
2,308,Kafkaesque,"Skyler hatches a plan as Hank's hospital bills stack up. Meanwhile, Walt and Gus come to a better understanding as Jesse, looking for more independence, pursues a new opportunity."
2,309,Fly,There is a fly loose in the lab. Walt and Jesse must do whatever they can to kill it before it contaminates the meth.
2,310,Abiquiu,"Skyler gets more involved in Walt's business, much to his chagrin, as Hank struggles with his recovery. Meanwhile, Jesse takes an active role in his new enterprise, leading him to a startling discovery."
2,311,Half Measures,"Against Walt's advice, Jesse lashes out. Fearing for Jesse's safety, Walt takes drastic action to intervene. Meanwhile a tragic event leads to a shocking confrontation."
2,312,Full Measure,Jesse has disappeared and Walt is in big trouble with Gus. So Gus rehires Gale to learn from Walt's cooking so that they can dispose of Walt once and for all.
2,313,Box Cutter,"Walt and Jesse are held captive for Gus, after Gale's death. Meanwhile, Skyler tries to find out what happened to Walt."
2,314,Thirty-Eight Snub,"Walt attempts to form a new alliance as he plans his next move. Meanwhile Skyler pushes Walt towards a business opportunity, in hopes of protecting the family."
2,315,Open House,"While Walt worries about Gus's interference and Jesse's increasingly fragile state of mind, Skyler steps up the pressure to get what she wants."
2,316,Bullet Points,"As Skyler concocts an elaborate story to explain the Whites' finances, a worried Walt discovers that Hank has begun a new investigation."
2,317,Shotgun,"Jesse rides shotgun with Mike on a perilous run of pickups, prompting Walt to worry that his partner is about to be killed."
2,318,Cornered,"Skyler adopts an aloof approach when she suspects that Walt isn't telling her the truth. Meanwhile, Jesse proves his worth to Mike and Gus."
2,319,Problem Dog,"Skyler looks to continue her family's trend of appearing poverty-stricken by forcing Walt to return the car he bought. A concerned Walt chauffeurs Hank to Los Pollos Hermanos, and the articulate yet immobile DEA agent collects prints."
2,320,Hermanos,"When Hank produces evidence that Gus is Albuquerque's crystal meth kingpin, Walt worries that he and Jesse will be killed to protect their boss."
2,321,Bug,"While Walt tries to subvert Hank's probe into the Albuquerque meth scene, a deadly warning forces Gus to consider a deal with the cartel."
2,322,Salud,"Jesse, Gus, and Mike fly down to Mexico, and Jesse cooks the blue meth for the cartel. Walt misses his son's 16th birthday after his fight with Jesse."
2,323,Crawl Space,"Hank asks Walt to drive him to the laundry where the meth lab is hidden. Ted still won't pay the IRS so Skyler asks Saul for help, and Saul sends in his A-Team. Gus and Jesse return from Mexico, and Walt fears he is in trouble with Gus."
2,324,End Times,"The DEA is putting Hank and his family in protective custody; however, Walt refuses and awaits his fate in his house. Meanwhile, Brock has fallen terribly ill and Jesse suspects Walt may be behind it."
2,325,Face Off,"Jesse is brought to the FBI for questioning on his knowledge of ricin. In a last effort to kill Gus, Walt must ask for help from an old enemy."
2,326,Live Free or Die,"Now that Gus is dead, Walt, Jesse, and Mike work to cover their tracks. Skyler panics when Ted Beneke wakes up."
2,327,Madrigal,Walt and Jesse seek out an unlikely partner for a new business venture. The DEA follows up new leads in its investigation.
2,328,Hazard Pay,The guys put a business plan into action; Walt confesses to Marie.
2,329,Fifty-One,It's Walt's 51st birthday. His return to the drug business causes Skyler to go into depression.
2,330,Dead Freight,"Walter White's domestic life continues to deteriorate; at the same time, his growing business venture aims to steal a train car chock full of methylamine."
2,331,Buyout,"In the aftermath of the train heist, Jesse and Mike decide to quit the business, leaving Walt to handle things on his own. Mike is being followed by the DEA."
2,332,Say My Name,Mike and Jesse are out. Now Walt has to handle things on his own. Hank finally finds a rat in Mike's gang.
2,333,Gliding Over All,"Walt expands his business overseas, and the money is pouring in."
2,334,Blood Money,Walt is out of the meth business and trying to move on with his life. Jesse tries to get rid of his money. Hank now knows that Walt is the famous Heisenberg.
2,335,Buried,"Hank is determined to bring down Walt. Walt scrambles to hide evidence before Hank gets to it, and Skyler tries to stop Hank and Marie from taking away the kids."
2,336,Confessions,"Walt makes his next move against Hank, putting Hank in a tough position. Hank confronts Jesse and attempts to turn him against Walt, and Jesse decides it's time to move on. Meanwhile, Todd has taken over the business."
2,337,Rabid Dog,Walt discovers Jesse broke into his house and attempted to burn it down. Walt wants to protect his family so he moves them into a hotel for a few nights. Jesse makes plans to take down Walt.
2,338,To'hajiilee,Jesse and Hank come up with an idea to take Walt down. Walt hires Todd's uncle to kill Jesse.
2,339,Ozymandias,"Walt goes on the run. Jesse is taken hostage. Marie convinces Skyler to tell Walter, Jr. the truth."
2,340,Granite State,Walt struggles as he adapts to aspects of his new identity. Jesse plans an escape against Jack and his crew.
2,341,Felina,"Walter White makes one last attempt to secure his family's future, while also visiting some old enemies, during his final return to Albuquerque."
3,342,Pilot,TBD
3,343,The Boy in the Iceberg,TBD
3,344,The Avatar Returns,TBD
3,345,The Southern Air Temple,TBD
3,346,The Warriors of Kyoshi,TBD
3,347,The King of Omashu,TBD
3,348,Imprisoned,TBD
3,349,"The Spirit World (Winter Solstice, Part 1)",TBD
3,350,"Avatar Roku (Winter Solstice, Part 2)",TBD
3,351,The Waterbending Scroll,TBD
3,352,Jet,TBD
3,353,The Great Divide,TBD
3,354,The Storm,TBD
3,355,The Blue Spirit,TBD
3,356,The Fortuneteller,TBD
3,357,Bato of the Water Tribe,TBD
3,358,The Deserter,TBD
3,359,The Northern Air Temple,TBD
3,360,The Waterbending Master,TBD
3,361,"The Siege of the North, Part 1",TBD
3,362,"The Siege of the North, Part 2",TBD
3,363,The Avatar State,TBD
3,364,The Cave of Two Lovers,TBD
3,365,Return to Omashu,TBD
3,366,The Swamp,TBD
3,367,Avatar Day,TBD
3,368,The Blind Bandit,TBD
3,369,Zuko Alone,TBD
3,370,The Chase,TBD
3,371,Bitter Work,TBD
3,372,The Library,TBD
3,373,The Desert,TBD
3,374,The Serpent's Pass,TBD
3,375,The Drill,TBD
3,376,City of Walls and Secrets,TBD
3,377,The Tales of Ba Sing Se,TBD
3,378,Appa's Lost Days,TBD
3,379,Lake Laogai,TBD
3,380,The Earth King,TBD
3,381,The Guru,TBD
3,382,The Crossroads of Destiny,TBD
3,383,The Awakening,TBD
3,384,The Headband,TBD
3,385,The Painted Lady,TBD
3,386,Sokka's Master,TBD
3,387,The Beach,TBD
3,388,The Avatar and the Firelord,TBD
3,389,The Runaway,TBD
3,390,The Puppetmaster,TBD
3,391,Nightmares and Daydreams,TBD
3,392,"The Day of Black Sun, Part 1: The Invasion",TBD
3,393,"The Day of Black Sun, Part 2: The Eclipse",TBD
3,394,The Western Air Temple,TBD
3,395,The Firebending Masters,TBD
3,396,"The Boiling Rock, Part 1",TBD
3,397,"The Boiling Rock, Part 2",TBD
3,398,The Southern Raiders,TBD
3,399,The Ember Island Players,TBD
3,400,"Sozin's Comet, Part 1: The Phoenix King",TBD
3,401,"Sozin's Comet, Part 2: The Old Masters",TBD
3,402,"Sozin's Comet, Part 3: Into the Inferno",TBD
3,403,"Sozin's Comet, Part 4: Avatar Aang",TBD
4,404,Pilot,TBD
4,405,Lawnmower Dog,TBD
4,406,Anatomy Park,TBD
4,407,M. Night Shaym-Aliens!,TBD
4,408,Meeseeks and Destroy,TBD
4,409,Rick Potion #9,TBD
4,410,Raising Gazorpazorp,TBD
4,411,Rixty Minutes,TBD
4,412,Something Ricked This Way Comes,TBD
4,413,Close Rick-Counters of the Rick Kind,TBD
4,414,Ricksy Business,TBD
4,415,A Rickle in Time,TBD
4,416,Mortynight Run,TBD
4,417,Auto Erotic Assimilation,TBD
4,418,Total Rickall,TBD
4,419,Get Schwifty,TBD
4,420,The Ricks Must Be Crazy,TBD
4,421,Big Trouble in Little Sanchez,TBD
4,422,Interdimensional Cable 2: Tempting Fate,TBD
4,423,Look Who's Purging Now,TBD
4,424,The Wedding Squanchers,TBD
4,425,The Rickshank Rickdemption,TBD
4,426,Rickmancing the Stone,TBD
4,427,Pickle Rick (24 min),TBD
4,428,Vindicators 3: The Return of Worldender,TBD
4,429,The Whirly Dirly Conspiracy,TBD
4,430,Rest and Ricklaxation,TBD
4,431,The Ricklantis Mixup,TBD
4,432,Morty's Mind Blowers,TBD
4,433,The ABC's of Beth,TBD
4,434,The Rickchurian Mortydate,TBD
4,435,"Edge of Tomorty: Rick, Die, Rickpeat",TBD
4,436,The Old Man and the Seat,TBD
4,437,One Crew Over the Crewcoo's Morty,TBD
4,438,Claw and Hoarder: Special Ricktim's Morty,TBD
4,439,Rattlestar Ricklactica,TBD
4,440,Never Ricking Morty,TBD
4,441,Promortyus,TBD
4,442,The Vat of Acid Episode,TBD
4,443,Childrick of Mort,TBD
4,444,Star Mort Rickturn of the Jerri,TBD
4,445,Mort Dinner Rick Andre,TBD
4,446,Mortyplicity,TBD
4,447,A Rickconvenient Mort,TBD
4,448,Rickdependence Spray,TBD
4,449,Amortycan Grickfitti,TBD
4,450,Rick &amp; Morty's Thanksploitation Spectacular,TBD
4,451,Gotron Jerrysis Rickvangelion,TBD
4,452,Rickternal Friendshine of the Spotless Mort,TBD
4,453,Forgetting Sarick Mortshall,TBD
4,454,Rickmurai Jack,TBD
5,455,Pilot,"Jay must adapt to his young new wife, Gloria and her son. Meanwhile, Claire deals with her own family. Mitchell and Cam decide to adopt a baby."
5,456,The Bicycle Thief,"After buying a new bike for his son, Phil ends up lying when it gets stolen. Jay tries bonding with Manny. Cam and Mitchell begin daycare classes for Lily."
5,457,Come Fly with Me,"Jay takes Phil on a model-airplane excursion with disastrous results. While Manny is at their house, Claire must get used to the fact they are actually siblings."
5,458,The Incident,Jay's ex-wife shows up for the first time following a nasty incident at Gloria and Jay's wedding.
5,459,Coal Digger,A conflict between Manny and Luke spreads to their respective parents during a football game.
5,460,Run for Your Wife,"Claire and Phil have mixed feelings regarding the first day of school for the kids. Jay and Gloria argue about an outfit for Manny, and a minor problem with Lily gets blown out of proportion by Mitchell and Cameron."
5,461,En Garde,"The whole family comes out to support Manny's newfound interest - fencing. It turns out he's quite masterful in the sport, but Jay's proud enthusiasm triggers an old childhood wound for Mitchell. Meanwhile Phil is determined to find where Luke's hidden talents lie."
5,462,Great Expectations,"Jay has a sleepover for his grandkids, but Haley is looking for a way out. Claire tries to get a perfect anniversary gift for Phil, and Mitchell and Cameron discover that their ladyfriend is crazy and jealous of their daughter."
5,463,Fizbo,"Cameron breaks out his favorite clown costume to make Luke's birthday party a hit. However, a series of accidents causes the party to break into chaos and leads to an unfortunate injury."
5,464,Undeck the Halls,Phil and Claire cancel Christmas for their kids until they confess to wrongdoings at the house. Jay is hesitant to celebrate Gloria and Manny's holiday traditions. Mitchell and Cameron take Lily to meet Santa.
5,465,Up All Night,"Manny's dad shows up bearing extravagant gifts, Mitchell and Cameron fight over how to care for their daughter when she cries at night, and Claire tries to impress the firefighters who responded to Phil's kidney stone 911 call."
5,466,Not in My House,"Gloria plots to get rid of Jay's new ""dog butler,"" Cameron's helpful nature gets himself in trouble with Mitchell, and Claire asks Phil to punish their son for looking at nude pictures, not knowing they're Phil's."
5,467,Fifteen Percent,"Mitchell tells Jay that one of his friends is gay to teach him a lesson, Claire gets frustrated with Phil's new master remote control, and Gloria gives Manny's ""date"" a makeover to improve her self-esteem."
5,468,Moon Landing,"Claire feels like a loser when she catches up with an old friend from work, Jay and Cameron have an unpleasant ""encounter"" in a locker room, and Mitchell tries to give legal advice to Gloria after she has a wreck."
5,469,My Funky Valentine,Jay takes Gloria to see David Brenner. Mitchell and Cameron try to set Manny up on a date. Phil and Claire try to spice things up by going on a romantic getaway.
5,470,Fears,Haley confronts a terrifying driving examiner in her third attempt to pass the road test. Alex is nervous about a school dance. Gloria taunts Jay and Manny to ride a roller coaster. Phil and Luke look for treasure under the house.
5,471,Truth Be Told,"Jay accidentally kills Manny's pet turtle and lies about it, Claire becomes jealous when Phil's ex-girlfriend pays a visit, and Mitchell makes a bold decision after he misses a family day because he's called in to work."
5,472,Starry Night,"Jay and Mitchell attempt to bond while watching a meteor shower, but things don't go according to plan. Gloria and Cameron try to find something else to occupy their time. Claire and Phil try to help their kids with their school projects."
5,473,Game Changer,"Jay takes on Gloria and Manny in the ultimate chess game. Claire goes all out to find a cool new electronic gadget for Phil's birthday gift, and Cameron pokes his nose into a neighbor's affairs."
5,474,Benched,"Jay and Phil vie for the same coaching position on Manny and Luke's basketball team. Mitchell helps Cameron with a job interview, and Gloria and Claire talk about their kids growing up."
5,475,Travels with Scout,"Cameron wants to join Dylan's band. Claire is suspicious when Phil's father pays a visit, and Manny is traumatized by a horror movie."
5,476,Airport 2010,Gloria's birthday present to Jay of a trip to Hawaii becomes a vacation for the entire family.
5,477,Hawaii,"Jay's plan to relax in Hawaii are thwarted. Phil tries to make the vacation special for Claire, but this results in the kids being unsupervised. Mitchell and Cameron debate on what to see."
5,478,Family Portrait,"Claire goes through great lengths to organize a family portrait. Gloria and Phil have an awkward moment while taking Manny and Alex to a Lakers game. Cameron becomes a wedding singer, and Jay has to help Luke with a school project."
5,479,The Old Wagon,"The Dunphys get nostalgic when Phil has to get rid of their station wagon. Cameron begs Jay to intervene when Mitchell wants to build Lily a castle, and Manny invites a girl over to study."
5,480,The Kiss,"Cameron is upset with Mitchell's lack of public affection, Gloria gets back at Jay for disrespecting her Colombian traditions, and Claire goes overboard as Alex tries to get her first kiss."
5,481,Earthquake,"When an earthquake hits the area, Claire gets locked in the bathroom with a plumber, Cameron and Mitchell use it as an excuse to get out of brunch with an obnoxious friend, and Manny reevaluates the meaning of life while on a trip with Jay."
5,482,Strangers on a Treadmill,"Mitchell and Claire agree to break some embarrassing news to each other's significant others, Jay makes a fool of himself at what he thinks is a quinceanera, and Haley helps Alex try to make a popular friend."
5,483,Unplugged,"Phil, Claire, and the kids try to improve their communication skills by giving up their electronic devices. Gloria is getting obsessed over a neighbor's barking dog, and Mitchell and Cameron try to find a preschool for Lily."
5,484,Halloween,"Claire needs the family's help to run Halloween smoothly at their house. Jay and Manny have fun at Gloria's expense, and the holiday brings back painful memories for Cameron."
5,485,Chirp,"While Claire and Haley get sick at the same time, Phil wages battle against a chirping smoke detector. Manny accidentally gets one of Jay's employees fired, and Cameron wants to put Lily in a TV commercial."
5,486,Manny Get Your Gun,A birthday dinner for Manny at a family restaurant turns into a race for Phil and Claire and a chance for Cameron to socialize at a shopping mall while looking for a gift.
5,487,Mother Tucker,Jay and Manny's online diagnosis of Jay's illness makes matters worse. A visit from Cameron's mother sends Mitchell into a frenzy. Phil is more upset about Haley's breakup with Dylan than she is.
5,488,Dance Dance Revelation,"Claire is threatened when Gloria becomes her co-chair for a school dance, Jay bullies Phil into taking a stand during a trip to the mall, and Mitchell and Cameron discover that their daughter is a biter."
5,489,Slow Down Your Neighbors,"Claire tries to stop a woman from speeding in the neighborhood, which creates a business conflict for Phil. Meanwhile, Mitchell and Cameron befriend a strange new neighbor, and Gloria and Manny learn how to ride a bicycle."
5,490,"Our Children, Ourselves","Phil and Claire question their intelligence after a comment by Alex, Mitchell suspects that he fathered a child 8 years ago, and Gloria tells an embarrassing lie about Jay to cover up his rudeness to another couple."
5,491,Caught in the Act,"Phil and Claire's kids walk in on them having sex while delivering their anniversary present, Gloria tries to keep Claire from seeing an angry e-mail, and Mitchell and Cameron contemplate how to cover up a juice stain on a rug."
5,492,Bixby's Back,"Phil and Clair try to revisit an old Valentine's Day act, Jay tries to surprise Gloria with a romantic dinner, Mitchell and Cameron disagree over Mitchell's assistant's crush, and Manny gives Haley relationship advice."
5,493,Princess Party,"Dede hooks up with Claire's high school boyfriend the night before Lily's birthday party. Meanwhile, Mitchell won't let Cameron play Fizbo the Clown at the party, while Gloria self-medicates to cope with Dede."
5,494,Regrets Only,"Gloria helps Phil figure out why Claire is mad at him, Mitchell forgets to send out invitations to Cameron's fund raiser, and Alex tries to prove that Haley is lying when she says she has a job as a waitress."
5,495,Two Monkeys and a Panda,"Phil spends the day at the spa while Claire tries to replace Haley's favorite sweater, Cameron discovers Mitchell's dirty secret about Lily's adoption, and Jay and Gloria argue over their final resting place."
5,496,Boys' Night,"Phil and Claire have some trepidation when they find out that Luke has befriended their crotchety old neighbor, Mr. Kleezak; Jay's attempt to avoid sitting through a symphony concert with Gloria and Manny lands him in the middle of Mitchell and Cameron's ""boys' night out""; and Haley has her own adventures in babysitting with Lily."
5,497,The Musical Man,"Phil's new real estate ad creates embarrassment for Claire and Haley, Cameron goes over the top while directing a school musical, and Jay's brother comes to town with some surprising news."
5,498,Someone to Watch Over Lily,"Mitchell and Cameron try to determine Lily's guardian in case something happens to them, Claire is scared that Luke will turn out like Phil, and Haley bonds with Alex after she is forced to take Alex to cello practice."
5,499,Mother's Day,"Cameron is upset that Mitchell thinks he's the ""Mom"" of the family, Claire and Gloria take the kids on a disastrous hike, and Phil witnesses Jay tearing up while they prepare Mother's Day dinner."
5,500,Good Cop Bad Dog,"Phil and Claire trade discipline roles for the day, Gloria forces Jay to listen to a horrible business proposal, and Mitchell tries to convince a sick Cameron to let him go to the Lady Gaga concert without him."
5,501,See You Next Fall,"Haley tries to convince Alex not to deliver an angry graduation speech, Jay has a botched Botox procedure, and Cameron gets upset with Mitchell because he keeps laughing at his accidents."
5,502,The One That Got Away,"Jay wants nothing more than to have a quiet birthday out fishing on the lake, but the family take that as him wanting a big celebration, and in their frantic scramble to put everything together, Claire and Mitchell wind up trapped in the yard of their childhood home; Phil runs into his old college nemesis while at the mall with Gloria and Lily; Cameron gets himself into some hot water at the bakery, and the kids frantically do some creative editing on grandpa's birthday video, all of which leaves Jay with a headache."
5,503,Dude Ranch,"The family's dude ranch vacation turns into disaster when Dylan proposes to Haley, Alex gets an unexpected first kiss, their cowboy guide keeps hitting on Gloria, and Phil goes out of his way to impress Jay."
5,504,When Good Kids Go Bad,"Lily has problems with Mitchell and Cameron's plans to adopt another child, Jay tries to get Manny to confess to stealing a locket at school, and Claire goes to extreme lengths to prove that she was right in an argument."
5,505,Phil on Wire,"Phil tries to learn tightrope walking, Haley and Alex wind up in the same math class, Gloria becomes upset over Jay's pampering of the dog, and Mitchell joins Cameron on a juice fast."
5,506,Door to Door,"Claire recruits her family to help gather signatures for a petition to get a stop sign, Gloria loses the family dog, Jay helps Manny try to sell wrapping paper for school, and Cameron leaves a mess in the kitchen for Mitchell."
5,507,Hit and Run,"Claire leaves Phil at home to watch the kids while she applies to run for public office, Mitchell and Cameron are victimized by a hit-and-run driver, and an annoying client asks Jay to ""wow"" him."
5,508,Go Bullfrogs!,"While Phil takes Haley on a tour of his alma mater, Claire goes out on the town with a man she mistakenly assumes is Mitchell and Cameron's gay friend. Meanwhile, Gloria is alarmed and curious about Manny's mail-order package."
5,509,Treehouse,"Phil tries to build a treehouse, Haley struggles with writing a college admissions essay, Cameron hits on a single woman to win a bet with Mitchell, and Jay doesn't want to go out salsa dancing with Gloria and another couple."
5,510,After the Fire,"As the family collects goods for a family whose house burned down, Jay makes an embarrassing remark to Phil during a massage, Claire is jealous of Mitchell's friendship with Gloria, and Cameron struggles with a moving van in a parking lot."
5,511,Punkin Chunkin,"Phil is upset that Claire is stifling his creativity, Mitchell doesn't believe Cameron's ""punkin chunkin"" story, Gloria won't let Jay tell Manny that his Thanksgiving centerpiece is horrible, and Hayley and Alex get in an accident."
5,512,Express Christmas,"Phil proposes that the entire family celebrate ""Express Christmas"" together on December 16, when they discover that they won't be spending Christmas Day together."
